"DFr_6C1D8913.Text","Is... Is that what the crash was?",""
"DFr_36A6E035.Text","Hi. Sorry. I was trying a new potion upstairs and I didn’t hear anyone come in.",""
"DFr_A72C4EB3.Text","Rin asked me to deliver this copy of Kairithian Biology: Advanced Medical Text for the Modern Age and this package of supplies arrived for you this morning.",""
"DFr_05F03180.Text","The crash was me being unsuccessful in trying a new potion upstairs. What do you have for me?",""
"DFr_C21BC637.Text","Oh that is fantastic news. Thank you, Opal. Not to be rude but I have to get back upstairs before my problems become an entire Petrichoria problem.",""
"DFr_884B3496.Text","Kauma! I’m leaving these here on your desk!",""
"DFr_06FF60E7.Text","Mornin’, Opal! What yuh bringin’ me today, girl?",""
"DFr_FE90BEB0.Text","Rin sent the two books you ordered, and there are some letters from Dalo and Calirie. I’m guessing they’re orders?",""
"DFr_560CAA40.Text","Ah yes, I sent out that catalogue ‘bout six months ago to all the capitals. Nuff people hadda get dey hands on it. Thank yuh, Opal.",""
"DFr_C1408A43.Text","And here he said he was trying to make space.",""
"DFr_07DA8587.Text","For all the clothes he’s orderin'? Pfft, nah, space ain’t ever enough for him. He goin’ need a whole new room just for all the things he’s got on the way.",""
"DFr_897EF032.Text","Eriato ALWAYS orderin' clothes, yuh know?",""
"DFr_6D7F96D5.Text","Well, if these orders don’t pile up too high, that’s the plan. But y’know how it is, eh? Always somethin’ to fix.",""
"DFr_E3BEAB4C.Text","I’ll leave you to it then, unless you need me to deliver anything for you today?",""
"DFr_539F0C78.Text","Nah, nah, not today. I just need to fix up some seams on these garments. But tomorrow, I’ll need yuh to help me deliver these clothes to Eriato and Yana.",""
"DFr_DDC16465.Text","I heard a little rumour that you’re trying your hand at making some fancy fabrics now?",""
"DFr_D1E2298A.Text","Eriato ordered more clothes?",""
"DFr_61B2E368.Text","Sounds like Telu is busy at work.",""
"DFr_76274E95.Text","But my ears still work.",""
"DFr_7D018FBE.Text","Good morning, Telu.",""
"DFr_034205A9.Text","Kia ora, Opal. How goes?",""
"DFr_FC9BE520.Text","You know, same old same old. Just doing my deliveries.",""
"DFr_42C0DA6E.Text","And I assume that means you have something for me?",""
"DFr_546787D0.Text","That I do. I have some letters from Zagalla and from Vrezodia.",""
"DFr_A1589B70.Text","Watching the hurt on his face every time I deliver letters from Lyrei’s family never gets any easier but he masks it well.",""
"DFr_C45BCCEE.Text","I think I’ll do just that, then.",""
"DFr_E73AF018.Text","Nah. Just passing time until Effie is out of school.",""
"DFr_C26D331F.Text","I need to do the same. Tivona is last on my list of deliveries and I have no desire to interrupt class.",""
"DFr_83E76593.Text","Why don’t you take a break? There’s a path that goes through there that has some interesting sights.",""
"DFr_F0720856.Text","You wouldn’t mind me cutting through your lumberyard?",""
"DFr_1CFAB63E.Text","As long as you don’t cut too close to the grove and you don’t hurt the trees, it’s a lovely little walk.",""
"DFr_AACDD187.Text","Cheers. If you could just set them on the bench over there, I’ll take them home when I’m done here.",""
"DFr_7D23ACBC.Text","Long day ahead?",""
"DFr_0C6E09CC.Text","Telu was right. This is a lovely walk. The sunlight filtering through the trees is beautiful this time of year.",""
"DFr_EC6E0F6A.Text","I’m not sure what he meant about interesting sights, though. Everything so far just looks like...",""
"DFr_CC66CC96.Text","...",""
"DFr_DC4D822D.Text","What is that?",""
"DFr_1F7A8043.Text","Is that… A MAILBOX?",""
"DFr_C818E2E1.Text","Who could even be getting mail all the way out here? Who would be delivering mail?

I don’t see any houses or people anywhere nearby.",""
"DFr_3B6D0DDF.Text","Hmm... Is... Is that rocks? And... Sticks? And a leaf. Fascinating. I’m just gonna leave that there.",""
"DFr_C22B1834.Text","What is making all that noise?",""
"DFr_21C3B8AA.Text","Are... Are those walking mushrooms?!",""
"DFr_27BDB253.Text","Um hello?",""
"DFr_930B7B67.Text","!!!",""
"DFr_64F8642E.Text","Wait! I...",""
"DFr_F768AEB4.Text","Hm. That’s not going to work. What if I just...",""
"DFr_F62463EF.Text","There. Now we’re the same size... Okay not quite but close enough.",""
"DFr_A5D68C6A.Text","Hey little guys. Is that your mailbox?",""
"DFr_14FC3D1D.Text","...",""
"DFr_08C5A737.Text","M A I L ?",""
"DFr_D0FFE34D.Text","I don’t think they understand me. Maybe I need to show them some mail?",""
"DFr_B45E8CA8.Text","Like this.",""
"DFr_086B10E6.Text","Anyway...",""
"DFr_814077C6.Text","I’m not sure where I’ll put this but they clearly want to be part of the mail system and who am I to tell them they can’t be?",""
"DFr_65F0B7A3.Text","Oh. No. I’m sorry. This is for someone else.",""
"DFr_153FCF77.Text","!!!",""
"DFr_A713ACDC.Text","Aaaaaaaaaand they’re gone. Hm… What a strange bunch of creatures.",""
"DFr_681B3B35.Text","Mmmmmmmmm?",""
"DFr_72F5DE9D.Text","Did you have a good walk?",""
"DFr_F46610BE.Text","Have you seen them?",""
"DFr_0F5D2A06.Text","Seen who?",""
"DFr_54D97956.Text","The little walking mushrooms.",""
"DFr_E0EEDEA0.Text","Aye cuz. That was some walk you had.",""
"DFr_5A841E18.Text","Telu, I’m serious. There’s little walking mushrooms out there.",""
"DFr_2DA89A16.Text","Yeah. I’m heading over there myself to pick up Effie. Want me to walk with you and you can tell me more about these uh... Walking mushroom?",""
"DFr_7C5E7A8E.Text","Yeah, nah. I have no idea what you’re talking about, Ope.",""
"DFr_9587D18D.Text","Nevermind. I have to finish up my deliveries. School should be out soon, yeah?",""
"DFr_0968F147.Text","Please don’t forget to practice your writing!",""
"DFr_A19387C5.Text","Effie!",""
"DFr_9D491586.Text","Hi, Dad.",""
"DFr_A46463DF.Text","Opal was just telling me the craziest story.",""
"DFr_6123AA5F.Text","Oh?",""
"DFr_52E6953B.Text","Yes, actually. I have some more notebooks that were delivered and a box of wax sticks.",""
"DFr_3380BBA0.Text","Fantastic. Thank you. Now, tell me more about these walking mushrooms?",""
"DFr_CDFD4986.Text","They seemed... Like they wanted to learn? But they were so scared. I tried to talk to them and they ran away.",""
"DFr_36A2158C.Text","Well, Opal, if no one’s ever seen them then they must not be around higher fey very often.",""
"DFr_35093E81.Text","They clearly watch us if they made their own mailbox. It was a really well made mailbox, too. Weird but well made.",""
"DFr_19F422E0.Text","Fascinating. Hm... Okay. Well let me know if you see them again.",""
"DFr_FA42B7F9.Text","I will. I’m off to do my final delivery.",""
"DFr_0AA49975.Text","Oh? Who is left?",""
"DFr_8FDA3FDA.Text","My mother.",""
"DFr_55DC6168.Text","Ah. Good luck with that. I’ll see you later?",""
"DFr_528F63C9.Text","Not tonight. It’s our weekly dinner.",""
"DFr_A59DE1A6.Text","Oh my. Okay. Well good luck with THAT.",""
"DFr_CF0AB549.Text","It wasn’t a crazy story. I followed a path that your dad sent me down and I happened upon a bunch of walking mushrooms.",""
"DFr_03C53559.Text","You’ve seen them too!?",""
"DFr_F6577902.Text","See? I told you I wasn’t hallucinating.",""
"DFr_3A68F9D6.Text","Walking mushrooms?",""
"DFr_0394AA1A.Text","Yes. They had a mailbox and everything.",""
"DFr_0CE87CAF.Text","A... Mailbox?",""
"DFr_EAD91F0D.Text","Yes. A mailbox. Though, admittedly their understanding of mail is... Well... They don’t understand it at all, really.",""
"DFr_280A6AE2.Text","The mailbox with feet?",""
"DFr_B130115B.Text","Yes! The weird mailbox out there in the middle of the forest.",""
"DFr_D0BEF85C.Text","I was too scared to look in it when I went over there.",""
"DFr_63345432.Text","You went over there?",""
"DFr_C6F72C35.Text","Okay I feel like you’re focusing on the wrong part of this.",""
"DFr_5CDDFF73.Text","Okay, we’re leaving. We need to go home and have a talk about not wandering into the forest.",""
"DFr_00FB8AD5.Text","Remind her to practice her writing, please.",""
"DFr_F328D0DD.Text","Did you have anything for me today, Opal?",""
"DFr_F6368995.Text","Mom, I have your mail for you.",""
"DFr_71BE4893.Text","Anything interesting?",""
"DFr_1B9D814C.Text","A couple letters from Dalo and a delivery from Rin.",""
"DFr_3B6268A6.Text","Leave them on my desk. Tomorrow try to be a little more timely with the deliveries. It’s almost dinner time.",""
"DFr_B6464E4D.Text","Actually, it wasn’t that interesting. I’ll see you at dinner.",""
"DFr_CB2C8BE3.Text","Well, actually, something really interesting happened.",""
"DFr_715694E6.Text","Opal, I don’t have time to hear about this right now. Just tell me over dinner.",""
"DFr_AD757381.Text","Hmm... Where to put these? This basket will do, I guess, for now.",""
"DFr_64E24C28.Text","The Next Morning in the Town Hall",""
"DFr_2AF57205.Text","Time to start my deliveries for the day. Let’s see who we have for today’s deliveries.",""
"DFr_BC280F0E.Text","Just Yana and my mom today for letters and a package for Telu. He doesn’t usually get packages and it’s from Dalo. Interesting.",""
"DFr_FCC39E81.Text","What? No. Why would you... You know what? Nevermind. Do you know anything about walking mushrooms?",""
"DFr_B84C2898.Text","Yes.",""
"DFr_697BE10D.Text","...",""
"DFr_A880474F.Text","...",""
"DFr_1954787E.Text","Uso, are you feeling okay?",""
"DFr_B291E79A.Text","Yana, I’m fine. I saw these little mushroom creatures yesterday in the forest.",""
"DFr_B7D288A6.Text","Are you sure you’re okay?",""
"DFr_DD60863F.Text","Yes. I’m sure. They had a mailbox.",""
"DFr_704B151D.Text","I think you’re working too much. Have some breakfast.",""
"DFr_5AB66411.Text","Walking... Mushrooms?",""
"DFr_5F8046D1.Text","Good morning Yana!",""
"DFr_13198C30.Text","Good morning, uso. What do you have for me?",""
"DFr_1A8B2384.Text","Oh? Now I’m intrigued. What would you have me do? If it’s poisoning your mother, I’m not going to do that.",""
"DFr_B410154F.Text","Just some letters and a bit of a weird request.",""
"DFr_6F2A3BDE.Text","Breakfast. Yes. That’s what I need. If you were going to feed a walking mushroom, what would you feed it?",""
"DFr_A5D00862.Text","Well... Probably not a mushroom omelet.",""
"DFr_CAA958CC.Text","...",""
"DFr_F6118569.Text","Oh I don’t know, uso. Mushrooms are a fungus. They feed mostly on rotten things and I don’t keep anything rotten here.",""
"DFr_C2900309.Text","Okay but what else would you give them?",""
"DFr_D69B3439.Text","Maybe fruit? I have these fruit tarts that I made yesterday that I was going to bring over to the school later.",""
"DFr_C7850F63.Text","Can I have two of them? I’ll pay you for them.",""
"DFr_A28EBE2E.Text","You can have two. You don’t need to pay me. I was going to drop them off for free to Tivona. Why don’t you just take the batch over there for me and keep two of them?",""
"DFr_FEABB44B.Text","That would be great, Yana. Could you do me another big favour?",""
"DFr_26314686.Text","I’m still not poisoning your mother.",""
"DFr_5B8AA9AE.Text","I... What? No. Can you wrap the two I’m keeping? Like a package?",""
"DFr_F3A9748B.Text","Oh. Easy. Absolutely, uso. That way you don’t get them mixed up. Consider it done.",""
"DFr_9F0BD12E.Text","Thank you.",""
"DFr_7DA9D84E.Text","One condition.",""
"DFr_F90B066A.Text","Yes?",""
"DFr_A2AC7BEC.Text","You eat this before it gets cold.",""
"DFr_94E4846B.Text","I have no idea where she produced this plate of eggs and potatoes from but I have never argued with Yana before and I’m not going to start today.",""
"DFr_80ED596B.Text","Yes?",""
"DFr_7FF3813D.Text","Hi. Sorry for interrupting class. Yana sent me over with these for you and the kids.",""
"DFr_F221F342.Text","Oooo. Okay. Give them here. I’ll take them in and set them on the desk. Maybe then the kids will look at the front.",""
"DFr_5104BAE9.Text","You bet. I also have a small request.",""
"DFr_1078B4A9.Text","What can I do for you?",""
"DFr_CE220A7A.Text","Can you come to the path by Telu’s lumberyard when school is out.",""
"DFr_B47AE387.Text","Is this related to the walking mushrooms?",""
"DFr_3F28EDC4.Text","This is related to the walking mushrooms. Can you bring some paper and wax sticks?",""
"DFr_A621CB6D.Text","Yes?",""
"DFr_6F48903A.Text","Great! I’ll see you later!",""
"DFr_85B9CD58.Text","Good morning, Telu!",""
"DFr_30A0E00D.Text","Good morning Opal. You back for that trail?",""
"DFr_8933DA53.Text","Yes and no. You have a package.",""
"DFr_23C7CDA1.Text","Me? I have a package?",""
"DFr_C1E86145.Text","Yes? Were you not expecting one?",""
"DFr_4801F6AE.Text","Yeah, nah. I can’t think of anyone who would be sending me a package.",""
"DFr_73AA8DEF.Text","It’s from Dalo. Does that help?",""
"DFr_148542AA.Text","No. That makes even less sense. Let me see it.",""
"DFr_3E43D73F.Text","That looks like... Lyrei’s pottery. It’s damaged but her style is unmistakable.",""
"DFr_7E54D84E.Text","...",""
"DFr_D57FA7A0.Text","Telu?",""
"DFr_6DE66B17.Text","Someone found this in Dalo and they were trying to return it to Lyrei.",""
"DFr_2F65DCD6.Text","Are you okay?",""
"DFr_B132BD6D.Text","Nah, yeah. I’m fine. I just... I need to go inside. Thank you, Ope. I’ll see you later.",""
"DFr_2C56F40A.Text","Poor Telu. Lyrei’s been missing for the last 8 years. He is the only one still holding out any hope that she’ll come home.",""
"DFr_3E76AF4D.Text","I think he’s in denial. No one escapes the blight. No one has the heart to tell him. Well... No one but my mother.",""
"DFr_1DBB26CF.Text","Not that either of them will listen to each other. He blames her for Lyrei’s disappearance and she’s too proud to admit that he’s right.",""
"DFr_8D04D5CB.Text","There are... More rocks and sticks. And two leaves this time. Absolutely fascinating.",""
"DFr_C3045B1C.Text","Hmm... Is... Is that rocks? And... Sticks? And a leaf. Fascinating. I’m not sure where I’ll put this but they clearly want to be part of the mail system and who am I to tell them they can’t be?",""
"DFr_792BD217.Text","Okay... Low and slow. I got this. I can do this.",""
"DFr_1C96A6BC.Text","Good morning, walking mushrooms. I have mail for you.",""
"DFr_9824AD9E.Text","???",""
"DFr_EF609F0D.Text","These are from Yana, at the inn in Petrichoria. We’re the town right next to you. The one with the um… Mailboxes.",""
"DFr_9F998EAD.Text","Mmmmmmmmmm!!!!",""
"DFr_1E53962E.Text","I don’t think I’ve ever seen anyone this excited for mail. Well... Maybe Rin but they’re a special case.",""
"DFr_9E5F7110.Text","Those are... What... Well... That’s one way to use them.",""
"DFr_43520B13.Text","I’m not sure what I thought would happen if I gave a bunch of creatures without mouths food but I wasn’t really expecting this.",""
"DFr_E2210398.Text","I have a friend coming in a little bit. Do you understand that word? Friend?",""
"DFr_C99AFB0A.Text","???",""
"DFr_D94A4714.Text","Friend.",""
"DFr_1A30C8B0.Text","Mmmmmmmmm.",""
"DFr_F701B03F.Text","Tivona! You came!",""
"DFr_46A4BE26.Text","I did say I was coming, yes. I’m not really sure about this, though.",""
"DFr_ABFD9FA9.Text","Please. For the sake of your best friend?",""
"DFr_15A3EE78.Text","Okay but only because I love you dearly and I am actually worried about your well-being.",""
"DFr_3012562A.Text","I promise you they’re real. This way.",""
"DFr_A9695C79.Text","Oh. There really is a mailbox with feet. How odd.",""
"DFr_8152AD73.Text","I told you. Now, this part is important. We have to be slow. They spook easily.",""
"DFr_B511E7CF.Text","The walking mushrooms?",""
"DFr_EB27EF88.Text","The walking mushrooms.",""
"DFr_2A65BB5B.Text","Oh.",""
"DFr_3FF3F2F7.Text","What... What are we doing with these?",""
"DFr_F23AD6E0.Text","I... Want you to teach them to write?",""
"DFr_F2C3FD7D.Text","Your mother.",""
"DFr_EDFBEBBB.Text","Point made.",""
"DFr_CF7CD6CD.Text","You what?",""
"DFr_846B0F9C.Text","So they can actually do... mail.",""
"DFr_234A7309.Text","Opal... They don’t have hands.",""
"DFr_E0EAA65F.Text","I told you.",""
"DFr_E0D1BDEC.Text","I know. I know. I just... Well... I thought the stress was getting to you.",""
"DFr_2F8AD53A.Text","Ti... We live in the quietest town on a port no one really uses in the middle of a world-wide catastrophe. What stress?",""
"DFr_03E23B76.Text","They can still pick things up and clearly they can use tools. You saw the mailbox!",""
"DFr_BB4BA892.Text","I... Okay. Valid points. I will try but please set your expectations low.",""
"DFr_E6333EB7.Text","Nope. You’re the best teacher I know.",""
"DFr_C5DBE6EB.Text","I’m... The only teacher you know?",""
"DFr_5C2FD04C.Text","Exactly.",""
"DFr_41F7B458.Text","I’ve taught worse. They’re kind of like toddlers.",""
"DFr_658AF2D6.Text","Thank you, Ti.",""
"DFr_C7884A2A.Text","This was fun. Weird, but fun.",""
"DFr_184379BD.Text","Yeah. Let’s head back to the inn before it gets dark.",""
"DFr_C8D95354.Text","I do not want to be out here in the dark.",""
"DFr_32428D54.Text","Do you think they’ll be alright out here?",""
"DFr_0679CB44.Text","Later...",""
"DFr_51CE16CC.Text","They’ve been alright out here for who knows how long. They’ll be fine, Opal.",""
"DFr_DF7B634F.Text","How did your deliveries go?",""
"DFr_B768318A.Text","They went very well. Thank you for the tarts.",""
"DFr_480592A4.Text","Did your walking mushrooms like them?",""
"DFr_83DF653F.Text","They... Did.",""
"DFr_14F82CC3.Text","Uso... What do you mean?",""
"DFr_8C196158.Text","They didn’t... Eat them? They don’t have mouths.",""
"DFr_A7EBAA00.Text","The walking mushrooms don’t have mouths?",""
"DFr_33A6F06D.Text","They don’t have hands either.",""
"DFr_4506ACA4.Text","Oh. So it’s a group delusion.",""
"DFr_96766954.Text","It’s not a delusion. Look at these scribbles they did.",""
"DFr_869C9CFE.Text","You kept them?",""
"DFr_00B471B9.Text","I kept a couple. At the insistence of the walking mushrooms.",""
"DFr_E386CE47.Text","Have you asked Kauma about them?",""
"DFr_E6D07707.Text","... No.",""
"DFr_12C1721C.Text","I think you should ask Kauma. If anyone knows about random creatures, it’ll be her.",""
"DFr_4C285AD4.Text","Eat up, uso.",""
"DFr_C55B0C8E.Text","Honestly, that should have been my first stop.",""
"DFr_04243230.Text","Opal, you’re getting back very late. I thought I asked you to be speedier today.",""
"DFr_D0853259.Text","Sorry, mom. Something came up with Tivona.",""
"DFr_C045054C.Text","Did anything come for me?",""
"DFr_547941EC.Text","Oh. Yes. You got a few letters from Dalo.",""
"DFr_7F20668A.Text","Always Dalo. Give them here. I’ll look in the morning to see if these are important.",""
"DFr_1FA72B11.Text","Mom?",""
"DFr_25BD8EDF.Text","Yes?",""
"DFr_98BA0902.Text","Have you ever seen a walking mushroom?",""
"DFr_CF3DCE3C.Text","...",""
"DFr_D68BD351.Text","Go up to bed. You’ve clearly spent too long at Yana’s tonight.",""
"DFr_493CDA8A.Text","Right. Good night.",""
"DFr_3E3D588C.Text","...",""
"DFr_359AC4AA.Text","Well I guess I’ll add these to the others.",""
"DFr_729080E4.Text","Hmm... Where to put these? This basket will do, I guess, for now.",""
"DFr_13495314.Text","I wonder what today will bring from the strange mushrooms. Let’s see who I have on my route today.",""
